Provider Group Level based on AandE Type 1,Provider Code,Metrices Type,Metric,Label,SD away from Hospital Average,SD away from National Average
Bet Bottom & Top,RA7,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,-1.62,-0.26
Bottom 10%,RA9,Daily,Daily_Average_Staff_Absence,D1,-0.66,-0.04
Bottom 10%,RA9,Daily,Arriving_by_ambulance,D2,0.7,-0.66
Bottom 10%,RA9,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.4,1.29
Bottom 10%,RA9,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,-1.07,-1.02
Bottom 10%,RA9,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,-0.61,-1.05
Bottom 10%,RA9,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,-0.87,-1.15
Bottom 10%,RA9,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,-0.9,-1.17
Bet Bottom & Top,RAE,Daily,Daily_Average_Staff_Absence,D1,-0.58,0.01
Bet Bottom & Top,RAE,Daily,Arriving_by_ambulance,D2,0.91,0.28
Bet Bottom & Top,RAE,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.66,-0.6
Bet Bottom & Top,RAE,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,-0.52,-1.11
Bet Bottom & Top,RAE,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,0.31,-0.55
Bet Bottom & Top,RAE,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,0.03,-0.53
Bet Bottom & Top,RAE,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,0.05,-0.52
Bet Bottom & Top,RAJ,Daily,Daily_Average_Staff_Absence,D1,-0.96,0.51
Bet Bottom & Top,RAJ,Daily,Arriving_by_ambulance,D2,0.96,2.73
Bet Bottom & Top,RAJ,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.88,0.87
Bet Bottom & Top,RAJ,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,-0.82,-0.11
Bet Bottom & Top,RAJ,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,-1.07,1.91
Bet Bottom & Top,RAJ,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,-1.08,1.6
Bet Bottom & Top,RAJ,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,-0.33,1.34
Bet Bottom & Top,RAL,Daily,Daily_Average_Staff_Absence,D1,-0.9,0.29
Bet Bottom & Top,RAL,Daily,Arriving_by_ambulance,D2,1.14,0.56
Bet Bottom & Top,RAL,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.64,-0.15
Bet Bottom & Top,RAL,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,1.59,0.31
Bet Bottom & Top,RAL,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,-0.8,0.69
Bet Bottom & Top,RAL,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,-0.48,0.61
Bet Bottom & Top,RAL,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,0.04,0.58
Bet Bottom & Top,RAP,Daily,Daily_Average_Staff_Absence,D1,-0.83,-0.91
Bet Bottom & Top,RAP,Daily,Arriving_by_ambulance,D2,1.13,-0.36
Bet Bottom & Top,RAP,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.79,0.12
Bet Bottom & Top,RAP,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,0.54,-0.77
Bet Bottom & Top,RAP,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,1.13,-0.35
Bet Bottom & Top,RAP,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,1.17,-0.23
Bet Bottom & Top,RAP,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,1.35,-0.06
Bottom 10%,RAS,Daily,Daily_Average_Staff_Absence,D1,-1.62,-1.12
Bottom 10%,RAS,Daily,Arriving_by_ambulance,D2,1.14,-0.62
Bottom 10%,RAS,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-1.03,-0.64
Bottom 10%,RAS,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,0.65,-0.9
Bottom 10%,RAS,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,0,-1.06
Bottom 10%,RAS,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,-0.31,-1.03
Bottom 10%,RAS,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,-0.58,-0.99
Bet Bottom & Top,RAX,Daily,Daily_Average_Staff_Absence,D1,-0.29,-0.99
Bet Bottom & Top,RAX,Daily,Arriving_by_ambulance,D2,1.17,-0.64
Bet Bottom & Top,RAX,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.44,-0.53
Bet Bottom & Top,RAX,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,1.28,-0.68
Bet Bottom & Top,RAX,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,1.1,-0.85
Bet Bottom & Top,RAX,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,0.99,-0.82
Bet Bottom & Top,RAX,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,1.1,-0.79
Bet Bottom & Top,RBD,Daily,Daily_Average_Staff_Absence,D1,-0.94,-1.06
Bet Bottom & Top,RBD,Daily,Arriving_by_ambulance,D2,1.41,-1.07
Bet Bottom & Top,RBD,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.9,-0.55
Bet Bottom & Top,RBD,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,0.49,-0.2
Bet Bottom & Top,RBD,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,-1.54,-1
Bet Bottom & Top,RBD,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,-1.55,-0.89
Bet Bottom & Top,RBD,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,-1.64,-0.77
Bet Bottom & Top,RBK,Daily,Daily_Average_Staff_Absence,D1,-1.04,-0.42
Bet Bottom & Top,RBK,Daily,Arriving_by_ambulance,D2,-1.52,-0.29
Bet Bottom & Top,RBK,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.48,-0.61
Bet Bottom & Top,RBK,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,-1.24,-0.41
Bet Bottom & Top,RBK,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,-0.61,-0.7
Bet Bottom & Top,RBK,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,-0.17,-0.77
Bet Bottom & Top,RBK,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,0.42,-0.79
Bet Bottom & Top,RBL,Daily,Daily_Average_Staff_Absence,D1,-0.92,0.07
Bet Bottom & Top,RBL,Daily,Arriving_by_ambulance,D2,-0.33,-1.04
Bet Bottom & Top,RBL,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,1.54,-0.13
Bet Bottom & Top,RBL,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,1.2,2.22
Bet Bottom & Top,RBL,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,0.66,0.28
Bet Bottom & Top,RBL,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,0.78,0.61
Bet Bottom & Top,RBL,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,1.09,0.89
Bet Bottom & Top,RBN,Daily,Daily_Average_Staff_Absence,D1,-0.62,0.07
Bet Bottom & Top,RBN,Daily,Arriving_by_ambulance,D2,1.67,-0.52
Bet Bottom & Top,RBN,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.71,-0.55
Bet Bottom & Top,RBN,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,-0.9,0.08
Bet Bottom & Top,RBN,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,-0.54,-0.2
Bet Bottom & Top,RBN,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,-0.07,-0.23
Bet Bottom & Top,RBN,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,-0.21,-0.28
Bet Bottom & Top,RBT,Daily,Daily_Average_Staff_Absence,D1,-1.51,-0.55
Bet Bottom & Top,RBT,Daily,Arriving_by_ambulance,D2,0.96,-0.88
Bet Bottom & Top,RBT,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.17,-0.65
Bet Bottom & Top,RBT,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,-1.35,-0.24
Bet Bottom & Top,RBT,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,-1.04,-0.54
Bet Bottom & Top,RBT,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,-1.19,-0.48
Bet Bottom & Top,RBT,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,-1.32,-0.44
Bet Bottom & Top,RCB,Daily,Daily_Average_Staff_Absence,D1,1,1.62
Bet Bottom & Top,RCB,Daily,Arriving_by_ambulance,D2,0.89,0.78
Bet Bottom & Top,RCB,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,0.35,1.18
Bet Bottom & Top,RCB,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,1.15,0.35
Bet Bottom & Top,RCB,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,0.34,0.08
Bet Bottom & Top,RCB,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,1.52,0.03
Bet Bottom & Top,RCB,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,-0.84,-0.06
Top 10%,RCD,Daily,Daily_Average_Staff_Absence,D1,-1.17,-0.66
Top 10%,RCD,Daily,Arriving_by_ambulance,D2,1.34,-1.35
Top 10%,RCD,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.86,-0.66
Top 10%,RCD,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,-1.17,-1.19
Top 10%,RCD,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,-1.3,-1.14
Top 10%,RCD,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,-1.57,-1.05
Top 10%,RCD,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,-1.4,-0.96
Bet Bottom & Top,RCF,Daily,Daily_Average_Staff_Absence,D1,-0.26,-0.68
Bet Bottom & Top,RCF,Daily,Arriving_by_ambulance,D2,0.51,-1.16
Bet Bottom & Top,RCF,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.49,-0.69
Bet Bottom & Top,RCF,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,0.8,-0.39
Bet Bottom & Top,RCF,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,0,-1.01
Bet Bottom & Top,RCF,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,0.38,-0.93
Bet Bottom & Top,RCF,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,0.64,-0.87
Bet Bottom & Top,RCX,Daily,Daily_Average_Staff_Absence,D1,0.14,-0.59
Bet Bottom & Top,RCX,Daily,Arriving_by_ambulance,D2,0.68,-0.97
Bet Bottom & Top,RCX,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.31,0.78
Bet Bottom & Top,RCX,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,1.19,0.63
Bet Bottom & Top,RCX,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,-0.33,-0.42
Bet Bottom & Top,RCX,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,-1.1,-0.31
Bet Bottom & Top,RCX,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,-1.03,-0.21
Bet Bottom & Top,RD1,Daily,Daily_Average_Staff_Absence,D1,0.52,-0.66
Bet Bottom & Top,RD1,Daily,Arriving_by_ambulance,D2,1.01,-0.45
Bet Bottom & Top,RD1,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,0.02,1.76
Bet Bottom & Top,RD1,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,-0.93,-0.18
Bet Bottom & Top,RD1,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,0.68,-0.45
Bet Bottom & Top,RD1,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,-0.07,-0.5
Bet Bottom & Top,RD1,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,-1,-0.57
Bet Bottom & Top,RN3,Daily,Daily_Average_Staff_Absence,D1,-0.5,-0.53
Bet Bottom & Top,RD8,Daily,Daily_Average_Staff_Absence,D1,-0.46,-0.85
Bet Bottom & Top,RN3,Daily,Arriving_by_ambulance,D2,1.16,-0.78
Bet Bottom & Top,RD8,Daily,Arriving_by_ambulance,D2,0.68,-0.78
Bet Bottom & Top,RN3,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.87,0.62
Bet Bottom & Top,RD8,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,0.84,-0.64
Bet Bottom & Top,RN3,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,1.11,-0.24
Bet Bottom & Top,RD8,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,0.8,-0.13
Bet Bottom & Top,RN3,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,0.57,-0.65
Bet Bottom & Top,RD8,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,0.63,-0.53
Bet Bottom & Top,RN3,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,0.28,-0.73
Bet Bottom & Top,RD8,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,0.62,-0.37
Bet Bottom & Top,RN3,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,0.05,-0.76
Bet Bottom & Top,RD8,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,0.71,-0.25
Bet Bottom & Top,RDE,Daily,Daily_Average_Staff_Absence,D1,-0.78,0.83
Bet Bottom & Top,RDE,Daily,Arriving_by_ambulance,D2,0.7,1.25
Bet Bottom & Top,RDE,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,1.44,2.87
Bet Bottom & Top,RDE,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,-0.15,-0.43
Bet Bottom & Top,RDE,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,-0.02,0.55
Bet Bottom & Top,RDE,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,-0.19,0.25
Bet Bottom & Top,RDE,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,-0.31,0.02
Bet Bottom & Top,RNZ,Daily,Daily_Average_Staff_Absence,D1,-0.08,-0.89
Bottom 10%,REF,Daily,Daily_Average_Staff_Absence,D1,-0.34,-0.37
Bet Bottom & Top,RNZ,Daily,Arriving_by_ambulance,D2,1.26,-1.35
Bottom 10%,REF,Daily,Arriving_by_ambulance,D2,0.63,-0.29
Bet Bottom & Top,RNZ,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.73,-0.4
Bottom 10%,REF,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,0.77,5.82
Bet Bottom & Top,RNZ,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,-1.22,0.08
Bottom 10%,REF,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,1.72,0.56
Bet Bottom & Top,RNZ,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,-1.28,-0.71
Bottom 10%,REF,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,1.31,-0.24
Bet Bottom & Top,RNZ,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,-1.06,-0.57
Bottom 10%,REF,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,1.37,-0.15
Bet Bottom & Top,RNZ,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,-1.15,-0.46
Bottom 10%,REF,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,1.37,-0.03
Bet Bottom & Top,RRK,Daily,Daily_Average_Staff_Absence,D1,-0.77,3.21
Bet Bottom & Top,REM,Daily,Daily_Average_Staff_Absence,D1,-1.03,0.02
Bet Bottom & Top,RRK,Daily,Arriving_by_ambulance,D2,-1.15,3.28
Bet Bottom & Top,REM,Daily,Arriving_by_ambulance,D2,0.83,0.89
Bet Bottom & Top,RRK,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.51,1.6
Bet Bottom & Top,REM,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,0.2,0.41
Bet Bottom & Top,RRK,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,-0.99,-0.6
Bet Bottom & Top,REM,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,0.28,3.81
Bet Bottom & Top,RRK,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,-1.15,3.89
Bet Bottom & Top,REM,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,-0.31,2.62
Bet Bottom & Top,RRK,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,0.96,3.35
Bet Bottom & Top,REM,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,-0.03,3.09
Bet Bottom & Top,RRK,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,1.09,2.82
Bet Bottom & Top,REM,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,0.22,3.43
Bottom 10%,RF4,Daily,Daily_Average_Staff_Absence,D1,-0.85,-0.53
Bottom 10%,RF4,Daily,Arriving_by_ambulance,D2,1.33,0.82
Bottom 10%,RF4,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,0.37,0.91
Bottom 10%,RF4,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,0.7,0.31
Bottom 10%,RF4,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,-0.19,0.37
Bottom 10%,RF4,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,0.74,0.41
Bottom 10%,RF4,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,0.89,0.39
Bet Bottom & Top,RTH,Daily,Daily_Average_Staff_Absence,D1,-0.83,1.36
Bet Bottom & Top,RFF,Daily,Daily_Average_Staff_Absence,D1,0,-0.55
Bet Bottom & Top,RTH,Daily,Arriving_by_ambulance,D2,-0.08,0.99
Bet Bottom & Top,RFF,Daily,Arriving_by_ambulance,D2,1.73,-0.57
Bet Bottom & Top,RTH,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.34,-0.59
Bet Bottom & Top,RFF,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.78,-0.53
Bet Bottom & Top,RTH,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,1.53,-0.24
Bet Bottom & Top,RFF,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,-0.65,-1.09
Bet Bottom & Top,RTH,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,-1.13,0.37
Bet Bottom & Top,RFF,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,-0.47,-1.09
Bet Bottom & Top,RTH,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,-0.89,0.15
Bet Bottom & Top,RFF,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,0.23,-1.18
Bet Bottom & Top,RTH,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,-1.05,-0.03
Bet Bottom & Top,RFF,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,0.23,-1.18
Bet Bottom & Top,RHW,Daily,Daily_Average_Staff_Absence,D1,-1.35,-0.76
Bottom 10%,RFS,Daily,Daily_Average_Staff_Absence,D1,-0.41,-0.27
Bet Bottom & Top,RHW,Daily,Arriving_by_ambulance,D2,-1.18,0.11
Bottom 10%,RFS,Daily,Arriving_by_ambulance,D2,1.09,-0.57
Bet Bottom & Top,RHW,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.7,-0.52
Bottom 10%,RFS,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.35,-0.68
Bet Bottom & Top,RHW,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,1,-0.56
Bottom 10%,RFS,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,1.53,-0.13
Bet Bottom & Top,RHW,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,0.52,-0.58
Bottom 10%,RFS,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,-1.28,-0.77
Bet Bottom & Top,RHW,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,0.92,-0.56
Bottom 10%,RFS,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,1.5,-0.66
Bet Bottom & Top,RHW,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,1.35,-0.54
Bottom 10%,RFS,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,1.39,-0.8
Bet Bottom & Top,RGN,Daily,Daily_Average_Staff_Absence,D1,-1.16,-0.38
Bet Bottom & Top,RGN,Daily,Arriving_by_ambulance,D2,0.83,0.59
Bet Bottom & Top,RGN,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.61,0.37
Bet Bottom & Top,RGN,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,-0.79,-0.26
Bet Bottom & Top,RGN,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,-0.38,0.26
Bet Bottom & Top,RGN,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,0.34,0.18
Bet Bottom & Top,RGN,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,1,0.13
Bet Bottom & Top,RJR,Daily,Daily_Average_Staff_Absence,D1,-1.48,-0.75
Bet Bottom & Top,RGP,Daily,Daily_Average_Staff_Absence,D1,1.5,-0.63
Bet Bottom & Top,RJR,Daily,Arriving_by_ambulance,D2,1.41,-1.3
Bet Bottom & Top,RGP,Daily,Arriving_by_ambulance,D2,1.17,-0.81
Bet Bottom & Top,RJR,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,0.38,-0.18
Bet Bottom & Top,RGP,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,0.28,0.96
Bet Bottom & Top,RJR,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,1.66,0.04
Bet Bottom & Top,RGP,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,-0.8,-0.09
Bet Bottom & Top,RJR,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,1.33,-0.67
Bet Bottom & Top,RGP,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,0.46,-0.69
Bet Bottom & Top,RJR,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,0.95,-0.55
Bet Bottom & Top,RGP,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,0.37,-0.65
Bet Bottom & Top,RJR,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,0.8,-0.5
Bet Bottom & Top,RGP,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,0.13,-0.63
Bet Bottom & Top,RJN,Daily,Daily_Average_Staff_Absence,D1,-0.91,-0.9
Bet Bottom & Top,RH5,Daily,Daily_Average_Staff_Absence,D1,-1.04,0.14
Bet Bottom & Top,RJN,Daily,Arriving_by_ambulance,D2,0.58,-1.54
Bet Bottom & Top,RH5,Daily,Arriving_by_ambulance,D2,1.52,-0.36
Bet Bottom & Top,RJN,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.93,-0.7
Bet Bottom & Top,RH5,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.98,-0.43
Bet Bottom & Top,RJN,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,-1.3,-0.73
Bet Bottom & Top,RH5,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,-0.68,-0.22
Bet Bottom & Top,RJN,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,-1.16,-1.1
Bet Bottom & Top,RH5,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,-0.95,-0.5
Bet Bottom & Top,RJN,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,-1.04,-0.99
Bet Bottom & Top,RH5,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,-1.06,-0.57
Bet Bottom & Top,RJN,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,-0.99,-0.9
Bet Bottom & Top,RH5,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,-1.12,-0.61
Bet Bottom & Top,RH8,Daily,Daily_Average_Staff_Absence,D1,-0.9,0.7
Bet Bottom & Top,RH8,Daily,Arriving_by_ambulance,D2,0.93,0.94
Bet Bottom & Top,RH8,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,0.68,1.62
Bet Bottom & Top,RH8,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,-0.92,-0.16
Bet Bottom & Top,RH8,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,0.88,0.57
Bet Bottom & Top,RH8,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,0.43,0.35
Bet Bottom & Top,RH8,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,0.15,0.16
Bet Bottom & Top,RHM,Daily,Daily_Average_Staff_Absence,D1,-0.45,0.3
Bet Bottom & Top,RHM,Daily,Arriving_by_ambulance,D2,0.33,0.82
Bet Bottom & Top,RHM,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.59,-0.67
Bet Bottom & Top,RHM,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,-0.96,0.71
Bet Bottom & Top,RHM,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,-0.47,0.81
Bet Bottom & Top,RHM,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,1.48,0.8
Bet Bottom & Top,RHM,Daily,Daily_Avg_Bed_Occupancy>21 days,D7,-0.06,0.57
Bet Bottom & Top,RLT,Daily,Daily_Average_Staff_Absence,D1,-1.1,-1
Bet Bottom & Top,RHQ,Daily,Daily_Average_Staff_Absence,D1,-0.99,2.94
Bet Bottom & Top,RLT,Daily,Arriving_by_ambulance,D2,-1.52,-1.18
Bet Bottom & Top,RHQ,Daily,Arriving_by_ambulance,D2,0.99,0.44
Bet Bottom & Top,RLT,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.99,-0.59
Bet Bottom & Top,RHQ,Daily,Time_Lost_to_Ambulance_Handover_Delays_Hours,D3,-0.54,0.02
Bet Bottom & Top,RLT,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,-0.82,-0.81
Bet Bottom & Top,RHQ,Daily,Monthly_Avg_Patients_who_no_longer_meet_the_criteria_to_reside,D4,1.16,1.45
Bet Bottom & Top,RLT,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,-0.53,-0.89
Bet Bottom & Top,RHQ,Daily,Daily_Avg_Bed_Occupancy>7 days,D5,1.52,1.96
Bet Bottom & Top,RLT,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,-0.51,-0.9
Bet Bottom & Top,RHQ,Daily,Daily_Avg_Bed_Occupancy>14 days,D6,1.37,1.96
